season,week,celebrity_name,p_mean,p_sd,p_ci_low,p_ci_high,rel_unc
11,3,Kyle Massey,0.09596842,0.011002988,0.08141569,0.110161364,0.29953265
11,4,Kyle Massey,0.116434604,0.0070761032,0.10661604,0.125751,0.16434084
11,5,Kyle Massey,0.11434309,0.012150823,0.10243558,0.13320266,0.26907682
11,6,Kyle Massey,0.13299987,0.010228542,0.12153706,0.14590636,0.183228
11,7,Kyle Massey,0.17105079,0.015413563,0.15019302,0.19189312,0.2437878
11,8,Kyle Massey,0.17854197,0.034784663,0.13962328,0.22782913,0.49403423
11,9,Kyle Massey,0.25773725,0.019512108,0.23992057,0.29072565,0.19711965
11,10,Kyle Massey,0.3751606,0.03261144,0.3196212,0.41469455,0.25342038
11,1,Jennifer Grey,0.08467187,0.007908162,0.07519361,0.09645603,0.25111553
11,2,Jennifer Grey,0.096300155,0.010369015,0.08332882,0.11146536,0.2921754
11,3,Jennifer Grey,0.09765808,0.011859223,0.0843956,0.11513485,0.314764
11,4,Jennifer Grey,0.11518267,0.013350714,0.09428192,0.13104376,0.31916124
11,5,Jennifer Grey,0.14820084,0.013059867,0.1305475,0.16696815,0.24575204
11,6,Jennifer Grey,0.13627684,0.013328292,0.11868438,0.15511802,0.26735017
11,7,Jennifer Grey,0.15747255,0.008806148,0.14878583,0.1711676,0.14213124
11,8,Jennifer Grey,0.19530909,0.0087431995,0.18462929,0.20724201,0.115779154
11,9,Jennifer Grey,0.26271248,0.035439853,0.2146208,0.31369495,0.3771201
11,10,Jennifer Grey,0.32404378,0.025005842,0.282043,0.35431963,0.22304586
11,1,Rick Fox,0.064889655,0.002949289,0.061173342,0.06933952,0.12584716
11,2,Rick Fox,0.1026853,0.012430767,0.082960464,0.11846399,0.34575084
11,3,Rick Fox,0.11805867,0.010562136,0.108435504,0.13675456,0.23987272
11,4,Rick Fox,0.107388,0.01101349,0.09023836,0.12351869,0.30990735
11,5,Rick Fox,0.13042504,0.010303766,0.113934554,0.14275886,0.22100286
11,6,Rick Fox,0.16750133,0.012435077,0.15127693,0.18594894,0.20699541
11,7,Rick Fox,0.16347036,0.010054617,0.15332744,0.18184717,0.17446426
11,1,Kurt Warner,0.08078838,0.010875688,0.067385614,0.09659105,0.36150536
11,2,Kurt Warner,0.07189279,0.0064722663,0.06335174,0.08008973,0.23281875
11,3,Kurt Warner,0.07970066,0.007494899,0.06781126,0.090617105,0.28614375
11,4,Kurt Warner,0.12746689,0.0127332285,0.110171326,0.14604525,0.28143722
11,5,Kurt Warner,0.101785615,0.0055869455,0.093328305,0.10831321,0.14722027
11,6,Kurt Warner,0.12781708,0.0073366268,0.11854417,0.13837191,0.15512595
11,7,Kurt Warner,0.18944867,0.027058495,0.15314321,0.22326191,0.37011975
11,8,Kurt Warner,0.1628849,0.02227023,0.13685936,0.19496475,0.3567267
11,1,Margaret Cho,0.10899892,0.017798854,0.08504033,0.13241161,0.43460324
11,2,Margaret Cho,0.06702775,0.011468793,0.054524206,0.08736216,0.48991588
11,3,Margaret Cho,0.0959241,0.012785547,0.073922954,0.10902858,0.3659729
11,1,Michael Bolton,0.11767288,0.003150964,0.1132743,0.121523626,0.0701039
11,2,Michael Bolton,0.10716616,0.007688135,0.096471734,0.11685477,0.19020031
11,1,Brandy,0.06716251,0.009141154,0.054649733,0.07873453,0.35860482
11,2,Brandy,0.09016586,0.009509522,0.07773337,0.10180161,0.266933
11,3,Brandy,0.12761104,0.01921627,0.09742689,0.14868414,0.40166786
11,4,Brandy,0.1486785,0.017686447,0.12159186,0.16894586,0.31849936
11,5,Brandy,0.12028868,0.014351599,0.10257621,0.14276986,0.33414322
11,6,Brandy,0.17070214,0.02174555,0.13546549,0.1949491,0.34846437
11,7,Brandy,0.18846887,0.019357352,0.16147347,0.21448709,0.28128582
11,8,Brandy,0.15116955,0.023100369,0.11550738,0.17318209,0.38152328
11,9,Brandy,0.2626074,0.021623608,0.22910923,0.2856097,0.21515185
11,1,The Situation,0.061915442,0.01178427,0.049284566,0.08157649,0.52154875
11,2,The Situation,0.10721828,0.008842905,0.0909573,0.11678648,0.24090277
11,3,The Situation,0.0994741,0.011755988,0.083867446,0.11725575,0.33564818
11,4,The Situation,0.07406716,0.015609526,0.06182106,0.10332926,0.56041306
11,1,Audrina Patridge,0.09314264,0.005840222,0.08640663,0.103284046,0.18119964
11,2,Audrina Patridge,0.10268125,0.010332134,0.08912039,0.116222665,0.26394573
11,3,Audrina Patridge,0.11713822,0.018119995,0.09468238,0.13684237,0.3599166
11,4,Audrina Patridge,0.1282507,0.012430875,0.111268654,0.14533952,0.26565832
11,5,Audrina Patridge,0.11408963,0.014930646,0.0884019,0.13023709,0.36668703
11,6,Audrina Patridge,0.13623184,0.011504178,0.120430075,0.15251541,0.2355201
11,1,Bristol Palin,0.08294753,0.010052127,0.065257475,0.09525243,0.36161363
11,2,Bristol Palin,0.13091393,0.011224239,0.11595493,0.14792968,0.24424258
11,3,Bristol Palin,0.08166585,0.0035689932,0.07749818,0.087861404,0.12689786
11,4,Bristol Palin,0.11596696,0.011643698,0.09625972,0.12962122,0.2876811
11,5,Bristol Palin,0.17751867,0.03653453,0.14489172,0.23513153,0.5083398
11,6,Bristol Palin,0.12847091,0.009171519,0.11959987,0.14522044,0.19942702
11,7,Bristol Palin,0.13008875,0.012273823,0.11147804,0.1440791,0.25060636
11,8,Bristol Palin,0.31209448,0.038661152,0.2523215,0.34655893,0.30195156
11,9,Bristol Palin,0.21694285,0.034614734,0.16418879,0.26165858,0.4492879
11,10,Bristol Palin,0.30079567,0.026085326,0.27867937,0.34016222,0.2044007
12,1,Ralph Macchio,0.10605376,0.0060076243,0.09811935,0.113815166,0.14799869
12,2,Ralph Macchio,0.11177145,0.009551972,0.09973038,0.12763436,0.24965213
12,3,Ralph Macchio,0.12813479,0.036414254,0.08941898,0.175286,0.67013043
12,4,Ralph Macchio,0.10457676,0.005600818,0.09790181,0.11251024,0.13969097
12,5,Ralph Macchio,0.092921644,0.007075174,0.08119474,0.100778215,0.21075252
12,6,Ralph Macchio,0.14548741,0.029018248,0.10088729,0.17079777,0.48052594
12,7,Ralph Macchio,0.16824843,0.009722143,0.15807672,0.18100402,0.13627051
12,8,Ralph Macchio,0.16665061,0.018510701,0.15011683,0.19982104,0.29825398
12,9,Ralph Macchio,0.18521215,0.034980807,0.1400321,0.22934352,0.48221147
12,1,Chelsea Kane,0.08179528,0.013256073,0.060260065,0.09231297,0.3918674
12,2,Chelsea Kane,0.10255509,0.01137598,0.09230928,0.12447385,0.31363207
12,3,Chelsea Kane,0.09725069,0.01376908,0.080331266,0.11543834,0.36099565
12,4,Chelsea Kane,0.10759622,0.008946812,0.09455361,0.117901795,0.21699817
12,5,Chelsea Kane,0.15608537,0.014458969,0.13200869,0.17150225,0.25302538
12,6,Chelsea Kane,0.17014568,0.046460517,0.12881304,0.23828927,0.6434264
12,7,Chelsea Kane,0.183266,0.022447461,0.15138522,0.20664713,0.30153936
12,8,Chelsea Kane,0.20842333,0.039425142,0.1537562,0.25134972,0.4682466
12,9,Chelsea Kane,0.30096132,0.028582906,0.26939994,0.34787542,0.26074937
12,10,Chelsea Kane,0.2732417,0.047306146,0.19724098,0.3354978,0.5059873
12,1,Kirstie Alley,0.07725345,0.0071409307,0.0712261,0.09085482,0.25408217
12,2,Kirstie Alley,0.06976807,0.012950751,0.058358494,0.08969107,0.44909623
12,3,Kirstie Alley,0.075794384,0.008093097,0.066004016,0.087527625,0.28397366
12,4,Kirstie Alley,0.11417243,0.015366111,0.08926992,0.12859572,0.34444222
12,5,Kirstie Alley,0.11789073,0.019221947,0.09887466,0.14638709,0.4030209
12,6,Kirstie Alley,0.13387454,0.011557663,0.121561244,0.1514335,0.22313619
12,7,Kirstie Alley,0.16284576,0.0141389575,0.14469436,0.18179749,0.22784217
12,8,Kirstie Alley,0.19608447,0.010537827,0.18151268,0.21093458,0.15004705
12,9,Kirstie Alley,0.2610903,0.018869767,0.22922163,0.28303412,0.2061068
12,10,Kirstie Alley,0.35116747,0.021888074,0.3337116,0.39150646,0.16457923
12,1,Hines Ward,0.078854434,0.006482513,0.06833363,0.084603764,0.20633121
12,2,Hines Ward,0.091555044,0.009173406,0.07917494,0.102853395,0.2586253
12,3,Hines Ward,0.093118,0.0050295256,0.08629104,0.099987574,0.14708796
12,4,Hines Ward,0.0840135,0.005152883,0.07646854,0.091423206,0.1780031
12,5,Hines Ward,0.11371743,0.008043379,0.10023935,0.1208691,0.18141237
12,6,Hines Ward,0.14413548,0.012963371,0.12812737,0.1591354,0.21513118
12,7,Hines Ward,0.16339166,0.010723843,0.147972,0.1787803,0.1885549
12,8,Hines Ward,0.17118116,0.0123517215,0.15586503,0.19301367,0.2170136
12,9,Hines Ward,0.25273627,0.025700755,0.22400287,0.2973481,0.29020467
12,10,Hines Ward,0.37559077,0.032224055,0.32348526,0.41382673,0.24053168
12,1,Sugar Ray Leonard,0.10592784,0.00683952,0.09684327,0.116145,0.18221581
12,2,Sugar Ray Leonard,0.07906686,0.0059756814,0.071092695,0.088660374,0.22218765
12,3,Sugar Ray Leonard,0.10022247,0.011029088,0.08827619,0.11819824,0.29855627
12,4,Sugar Ray Leonard,0.10390269,0.009326601,0.093568504,0.11710271,0.2265024
12,1,Chris Jericho,0.08276849,0.006511772,0.073104165,0.08993893,0.20339583
12,2,Chris Jericho,0.10108631,0.008108049,0.08838674,0.11100792,0.22378089
12,3,Chris Jericho,0.11557984,0.009642276,0.100032024,0.12888637,0.24964862
12,4,Chris Jericho,0.11640968,0.007806017,0.10447555,0.12530082,0.17889641
12,5,Chris Jericho,0.12778494,0.0056514684,0.11802945,0.13385357,0.12383398
12,6,Chris Jericho,0.14908217,0.00973692,0.139515,0.16464363,0.16855559
12,1,Petra Nemcova,0.0784508,0.008401799,0.06649638,0.08975233,0.29643995
12,2,Petra Nemcova,0.1412762,0.023246812,0.10603646,0.17347139,0.4773269
12,3,Petra Nemcova,0.07887961,0.012080979,0.066592045,0.09961242,0.4186174
12,4,Petra Nemcova,0.12475498,0.007098066,0.11495932,0.13654922,0.1730584
12,5,Petra Nemcova,0.14174174,0.009714563,0.12911886,0.15524392,0.1843145
12,1,Mike Catherwood,0.07596412,0.007572108,0.06408496,0.08713533,0.30343756
12,2,Mike Catherwood,0.064084336,0.007069491,0.056382775,0.074681856,0.28554684
12,1,Romeo,0.096604794,0.014079254,0.070553586,0.112345144,0.43260336
12,2,Romeo,0.07278502,0.008860849,0.062168207,0.08574449,0.32391673
12,3,Romeo,0.09557632,0.01241873,0.08208739,0.11378541,0.33165136
12,4,Romeo,0.107613705,0.009169354,0.099464305,0.12419706,0.22982903
12,5,Romeo,0.12739961,0.01259467,0.1087878,0.14512542,0.28522554
12,6,Romeo,0.10795549,0.0056039947,0.101353966,0.115231425,0.12854797
12,7,Romeo,0.14760168,0.010757831,0.13472134,0.16458225,0.20230742
12,8,Romeo,0.25766045,0.04442954,0.20692372,0.31600803,0.42336458
12,1,Wendy Williams,0.10464245,0.010246062,0.09576317,0.12446855,0.2743187
12,2,Wendy Williams,0.097653225,0.007974662,0.082924746,0.10559534,0.2321541
12,3,Wendy Williams,0.114523225,0.01396098,0.09846781,0.13725731,0.3387042
12,1,Kendra Wilkinson,0.111684576,0.0077058147,0.09942234,0.1212668,0.19559062
12,2,Kendra Wilkinson,0.06839846,0.0112917535,0.057584338,0.08442281,0.39238417
12,3,Kendra Wilkinson,0.10092068,0.012607932,0.08116652,0.113921925,0.32456586
12,4,Kendra Wilkinson,0.13696001,0.01233993,0.124513835,0.1558834,0.22904179
12,5,Kendra Wilkinson,0.12245859,0.013885295,0.1015547,0.13561013,0.27809754
12,6,Kendra Wilkinson,0.14931926,0.009690447,0.1394615,0.1672124,0.1858494
12,7,Kendra Wilkinson,0.17464647,0.015262449,0.1520263,0.19069955,0.22143735
13,1,Elisabetta Canalis,0.099546224,0.0020746675,0.096648216,0.102052815,0.054292355
13,2,Elisabetta Canalis,0.08188449,0.008714505,0.07411787,0.09733502,0.28353536
13,1,David Arquette,0.08618446,0.008569204,0.0728709,0.09465737,0.2527888
13,2,David Arquette,0.0751826,0.0055063833,0.06829005,0.084239855,0.2121476
13,3,David Arquette,0.102843046,0.019155331,0.082467005,0.12911248,0.45355985
13,4,David Arquette,0.11744672,0.009200061,0.10256101,0.12589656,0.19869049
13,5,David Arquette,0.12694305,0.0064878697,0.11748927,0.13572946,0.14368798
13,6,David Arquette,0.13263938,0.006313556,0.12662065,0.14297916,0.12333072
13,7,David Arquette,0.17065927,0.009623998,0.1583199,0.1850512,0.15663548
13,1,Ricki Lake,0.07119136,0.007207261,0.058466084,0.07854242,0.2820052
13,2,Ricki Lake,0.0806195,0.007917693,0.06685389,0.08779617,0.2597669
13,3,Ricki Lake,0.11332345,0.0143391965,0.092553735,0.128907,0.32079205
13,4,Ricki Lake,0.10868292,0.009782268,0.09861811,0.12430386,0.23633657
13,5,Ricki Lake,0.095972,0.0076994603,0.08739577,0.10771288,0.21169828
13,6,Ricki Lake,0.121390335,0.016465165,0.10548102,0.14779027,0.34853885
13,7,Ricki Lake,0.19709252,0.011361729,0.18314843,0.21427621,0.15793487
13,8,Ricki Lake,0.17943554,0.018352762,0.15542997,0.20545363,0.27878347
13,9,Ricki Lake,0.3371172,0.03208134,0.29522172,0.37647036,0.24101007
13,10,Ricki Lake,0.345562,0.039027493,0.28785726,0.3963467,0.31395066
13,1,J.R. Martinez,0.07625193,0.015335855,0.058893755,0.09881914,0.5235983
13,2,J.R. Martinez,0.07323283,0.0040720827,0.06717236,0.078602895,0.1560848
13,3,J.R. Martinez,0.06836762,0.014691726,0.054133136,0.09304692,0.56918436
13,4,J.R. Martinez,0.0911394,0.008979224,0.08006476,0.105127096,0.27498907
13,5,J.R. Martinez,0.11116683,0.0147498725,0.09296386,0.13053207,0.33794445
13,6,J.R. Martinez,0.16118838,0.01532411,0.13957962,0.18268572,0.26742682
13,7,J.R. Martinez,0.15824059,0.02288024,0.12471122,0.18776399,0.3984614
13,8,J.R. Martinez,0.28279695,0.039561957,0.22914921,0.34061277,0.39414698
13,9,J.R. Martinez,0.21451291,0.026563523,0.17837338,0.2504392,0.33595094
13,10,J.R. Martinez,0.35214567,0.026165558,0.31453684,0.38092548,0.18852606
13,1,Metta World Peace (Ron),0.076615214,0.011134091,0.06259372,0.09043411,0.3633794
13,1,Hope Solo,0.066058084,0.0034999112,0.061285585,0.06993275,0.13090247
13,2,Hope Solo,0.13468929,0.023492938,0.102780215,0.16343747,0.4503495
13,3,Hope Solo,0.11447037,0.002167644,0.111615255,0.1174361,0.05085026
13,4,Hope Solo,0.14257,0.022627069,0.11236535,0.17024498,0.40597337
13,5,Hope Solo,0.10418539,0.0071956394,0.09849964,0.11792805,0.18647923
13,6,Hope Solo,0.12734567,0.005216552,0.121361345,0.13671789,0.12058943
13,7,Hope Solo,0.20450136,0.014261966,0.18658572,0.22184815,0.17243123
13,8,Hope Solo,0.15058617,0.036943503,0.10521194,0.20149972,0.63941973
13,9,Hope Solo,0.23339397,0.012021684,0.21670386,0.25182137,0.1504645
13,1,Chynna Phillips,0.1351982,0.021778256,0.10953581,0.16716309,0.4262429
13,2,Chynna Phillips,0.097292215,0.017530337,0.0749644,0.11627118,0.42456415
13,3,Chynna Phillips,0.069652095,0.009317467,0.060344946,0.08600684,0.36842966
13,4,Chynna Phillips,0.089065485,0.013857205,0.068638705,0.10725071,0.4335238
13,1,Kristin Cavallari,0.07606544,0.0062824944,0.067295425,0.08416143,0.2217302
13,2,Kristin Cavallari,0.11910966,0.009059827,0.1061137,0.13369383,0.23155239
13,3,Kristin Cavallari,0.105961874,0.009663815,0.09012186,0.11834263,0.2663295
13,1,Carson Kressley,0.0541083,0.012950363,0.040419973,0.07247281,0.592383
13,2,Carson Kressley,0.1059816,0.014683648,0.088562936,0.12514292,0.34515408
13,3,Carson Kressley,0.12106985,0.014185897,0.10255293,0.13970381,0.30685496
13,4,Carson Kressley,0.11062778,0.012321987,0.093701884,0.12299813,0.2648182
13,5,Carson Kressley,0.12558624,0.016383799,0.108436845,0.14834706,0.31779134
13,1,Chaz Bono,0.063774474,0.006982181,0.05542591,0.07409279,0.29270145
13,2,Chaz Bono,0.07949269,0.011261649,0.06520197,0.09605383,0.38810945
13,3,Chaz Bono,0.104438975,0.0109021105,0.08968292,0.11814802,0.27255246
13,4,Chaz Bono,0.09968913,0.014774592,0.076411344,0.11440626,0.38113394
13,5,Chaz Bono,0.13947292,0.010546562,0.12612332,0.15535821,0.20960978
13,6,Chaz Bono,0.115485005,0.02208884,0.08776773,0.14888914,0.52925843
13,1,Nancy Grace,0.12875295,0.010584215,0.109899305,0.13942824,0.22934572
13,2,Nancy Grace,0.088928044,0.0051406915,0.08329059,0.0962245,0.14544243
13,3,Nancy Grace,0.087255456,0.006975237,0.0786197,0.09863481,0.22938515
13,4,Nancy Grace,0.124791905,0.007983188,0.11829287,0.13938823,0.16904435
13,5,Nancy Grace,0.17806715,0.026536215,0.13976416,0.20754787,0.38066378
13,6,Nancy Grace,0.17316866,0.017685292,0.14269473,0.19309027,0.29102004
13,7,Nancy Grace,0.120670766,0.020698864,0.0995896,0.1484793,0.40514946
13,8,Nancy Grace,0.19403376,0.039781734,0.13622019,0.24345925,0.5526825
13,1,Rob Kardashian,0.06625337,0.004452551,0.059339803,0.07055083,0.16921443
13,2,Rob Kardashian,0.0635871,0.008373487,0.05541616,0.0784577,0.36236185
13,3,Rob Kardashian,0.112617254,0.003932168,0.108677655,0.11878393,0.08974001
13,4,Rob Kardashian,0.11598668,0.006521925,0.10777589,0.1259235,0.15646288
13,5,Rob Kardashian,0.11860645,0.01624497,0.09914806,0.13979752,0.3427256
13,6,Rob Kardashian,0.16878258,0.03335052,0.12569195,0.21111889,0.506136
13,7,Rob Kardashian,0.14883547,0.0057633193,0.14126025,0.15771604,0.1105636
13,8,Rob Kardashian,0.19314754,0.028343001,0.15331306,0.22634497,0.37811467
13,9,Rob Kardashian,0.21497592,0.015391758,0.19196685,0.23667882,0.20798598
13,10,Rob Kardashian,0.30229226,0.023055766,0.2746061,0.3349949,0.1997696
14,1,William Levy,0.08702394,0.007868888,0.07636948,0.09545991,0.21936984
14,2,William Levy,0.077452205,0.0063954387,0.07037711,0.087436885,0.22026195
14,3,William Levy,0.116084285,0.012621846,0.096922934,0.13340695,0.31428903
14,4,William Levy,0.11131716,0.009762564,0.09546822,0.12394256,0.2557947
14,5,William Levy,0.14556263,0.027603915,0.114420235,0.18471763,0.4829357
14,6,William Levy,0.10935197,0.008204983,0.100589424,0.12265022,0.20174119
14,7,William Levy,0.1721916,0.011365158,0.1600496,0.18827294,0.16390657
14,8,William Levy,0.20984912,0.020191351,0.17474416,0.23133579,0.2696777
14,9,William Levy,0.23806792,0.02773966,0.20565744,0.27954677,0.3103708
14,10,William Levy,0.3466261,0.028518695,0.3022071,0.37541714,0.2112075
14,1,Jack Wagner,0.08852231,0.0076119853,0.07708665,0.09922833,0.25012544
14,2,Jack Wagner,0.09475017,0.003270964,0.090012,0.09869343,0.09162444
14,3,Jack Wagner,0.09570282,0.007020413,0.0843642,0.10318713,0.19668105
14,1,Sherri Sheperd,0.06732731,0.01026221,0.050689697,0.07790388,0.4042072
14,2,Sherri Sheperd,0.07486759,0.01138724,0.056974992,0.08817262,0.41670406
14,3,Sherri Sheperd,0.09283965,0.0046869554,0.0854712,0.097601034,0.13065362
14,4,Sherri Sheperd,0.10446793,0.00862936,0.09052105,0.113064796,0.21579583
14,1,Jaleel White,0.07749531,0.0044880835,0.071861036,0.08360304,0.1515189
14,2,Jaleel White,0.07415198,0.005949927,0.06724932,0.08469272,0.23523845
14,3,Jaleel White,0.103480205,0.007963203,0.093618795,0.11711668,0.22707616
14,4,Jaleel White,0.11291326,0.009768279,0.096705936,0.123957336,0.2413481
14,5,Jaleel White,0.098152846,0.018161643,0.071240395,0.11674559,0.46361566
14,6,Jaleel White,0.12940653,0.007174543,0.11902789,0.13735902,0.1416554
14,7,Jaleel White,0.13993852,0.011745067,0.12533857,0.15728511,0.22828983
14,1,Roshon Fegan,0.0964971,0.007091867,0.08661896,0.106358305,0.20455894
14,2,Roshon Fegan,0.081493996,0.004450557,0.075105764,0.08625143,0.13676672
14,3,Roshon Fegan,0.077200964,0.0071042655,0.06837195,0.084546,0.20950578
14,4,Roshon Fegan,0.10698434,0.009484327,0.09695802,0.12454004,0.2578136
14,5,Roshon Fegan,0.07674087,0.0055866474,0.06813855,0.08368853,0.20262972
14,6,Roshon Fegan,0.1428285,0.014675933,0.12337385,0.16351743,0.2810614
14,7,Roshon Fegan,0.11758817,0.025927274,0.090408556,0.15001547,0.5069125
14,8,Roshon Fegan,0.19255152,0.021003217,0.16012692,0.21406013,0.2800975
14,1,Melissa Gilbert,0.08863087,0.0025475624,0.085545115,0.092505306,0.078530096
14,2,Melissa Gilbert,0.071228825,0.014084764,0.057084583,0.09371437,0.5142551
14,3,Melissa Gilbert,0.08243844,0.008805394,0.07126964,0.09480749,0.28552034
14,4,Melissa Gilbert,0.097675584,0.016571924,0.079106525,0.12266041,0.44590354
14,5,Melissa Gilbert,0.11563919,0.009048535,0.10506572,0.12948379,0.21115741
14,6,Melissa Gilbert,0.14307107,0.017533876,0.12601155,0.1698501,0.30641097
14,7,Melissa Gilbert,0.13376495,0.01359459,0.119329184,0.15034296,0.23185275
14,8,Melissa Gilbert,0.15134622,0.015923608,0.13567382,0.17798375,0.2795572
14,1,Martina Navratilova,0.09768635,0.0061121527,0.08947392,0.10737647,0.18326566
14,2,Martina Navratilova,0.07958294,0.007227574,0.07069644,0.088949405,0.22935772
14,1,Donald Driver,0.065021105,0.0047223764,0.0595992,0.07199669,0.19066872
14,2,Donald Driver,0.072634235,0.0051020547,0.065270685,0.07872717,0.1852637
14,3,Donald Driver,0.10269497,0.010986431,0.09089115,0.119978346,0.28323874
14,4,Donald Driver,0.10297562,0.004387508,0.09648923,0.108792484,0.11947736
14,5,Donald Driver,0.16082463,0.024685135,0.12210775,0.18853445,0.41303813
14,6,Donald Driver,0.1271007,0.00766186,0.11863964,0.13809897,0.15310167
14,7,Donald Driver,0.15250781,0.009252059,0.13950618,0.16388166,0.15983105
14,8,Donald Driver,0.15526211,0.029014368,0.11580233,0.19144191,0.48717344
14,9,Donald Driver,0.30997288,0.044080075,0.26307186,0.37537792,0.3623093
14,10,Donald Driver,0.3141768,0.027326219,0.27438846,0.35319707,0.2508416
14,1,Gavin DeGraw,0.057908013,0.009174155,0.043921564,0.07171621,0.4799793
14,2,Gavin DeGraw,0.1330447,0.029303616,0.09659238,0.1673026,0.5314771
14,3,Gavin DeGraw,0.07493584,0.0034299882,0.0704606,0.07964881,0.122614294
14,4,Gavin DeGraw,0.07164168,0.012942315,0.052933592,0.08725566,0.47907954
14,5,Gavin DeGraw,0.0946015,0.008448032,0.085499674,0.10947608,0.2534464
14,1,Gladys Knight,0.13089922,0.020401478,0.099626236,0.15184504,0.3989237
14,2,Gladys Knight,0.09621856,0.006915891,0.086892575,0.10532462,0.19156432
14,3,Gladys Knight,0.07756148,0.010161949,0.06675045,0.09343518,0.34404618
14,4,Gladys Knight,0.07880403,0.010023907,0.06478666,0.09479664,0.3808179
14,5,Gladys Knight,0.11178464,0.010703546,0.09553475,0.12360906,0.2511464
14,6,Gladys Knight,0.12575188,0.012855085,0.10942763,0.14664492,0.2959581
14,1,Katherine Jenkins,0.08374792,0.0076742163,0.07511533,0.0936147,0.22089344
14,2,Katherine Jenkins,0.06893497,0.011972779,0.05719334,0.08433588,0.39374122
14,3,Katherine Jenkins,0.09422787,0.011631582,0.07622859,0.10994017,0.35776657
14,4,Katherine Jenkins,0.10607465,0.0059373607,0.10082946,0.11747192,0.15689383
14,5,Katherine Jenkins,0.09798182,0.0074955425,0.08730664,0.10657769,0.19667982
14,6,Katherine Jenkins,0.09945449,0.008701472,0.09060122,0.11372258,0.23248178
14,7,Katherine Jenkins,0.15237442,0.013994494,0.13291846,0.17274468,0.26137075
14,8,Katherine Jenkins,0.17279953,0.006488506,0.16291368,0.18134978,0.10669071
14,9,Katherine Jenkins,0.23327458,0.026305303,0.20509979,0.27438304,0.297003
14,10,Katherine Jenkins,0.3391971,0.02675515,0.31085008,0.3832072,0.2133188
14,1,Maria Menounos,0.059240554,0.004325372,0.05385574,0.0663182,0.2103704
14,2,Maria Menounos,0.07563982,0.00526642,0.06777161,0.082403444,0.19344084
14,3,Maria Menounos,0.08283349,0.00577851,0.07364601,0.08915057,0.18717745
14,4,Maria Menounos,0.10714571,0.009929067,0.08950256,0.11949014,0.27987662
14,5,Maria Menounos,0.09871192,0.011086624,0.08362989,0.11566405,0.3245217
14,6,Maria Menounos,0.12303485,0.012367568,0.103805535,0.13921012,0.28776062
14,7,Maria Menounos,0.13163452,0.011674217,0.11446918,0.14538185,0.23483714
14,8,Maria Menounos,0.11819145,0.010847452,0.10225778,0.13556263,0.28178728
14,9,Maria Menounos,0.21868457,0.014622341,0.19891982,0.23975198,0.18671717
15,1,Gilles Marini,0.088988714,0.009930217,0.07328116,0.10087477,0.31007984
15,2,Gilles Marini,0.06411406,0.0057323454,0.05778202,0.07431365,0.25784716
15,3,Gilles Marini,0.0816397,0.007532719,0.07176663,0.09174641,0.2447312
15,4,Gilles Marini,0.14831968,0.013203808,0.1312113,0.16315356,0.21536092
15,5,Gilles Marini,0.13884035,0.011045794,0.12710051,0.15772827,0.22059695
15,6,Gilles Marini,0.10405427,0.0077810865,0.0970707,0.11922528,0.21291368
15,7,Gilles Marini,0.11757966,0.013843952,0.101629816,0.13642074,0.2958924
15,8,Gilles Marini,0.14174129,0.01778291,0.11866821,0.16508539,0.32747817
15,1,Sabrina Bryan,0.05912431,0.008371886,0.049537744,0.07028768,0.3509544
15,2,Sabrina Bryan,0.07404031,0.0034214628,0.06983993,0.07747602,0.10313416
15,3,Sabrina Bryan,0.07682822,0.010489312,0.06358006,0.092664115,0.37855956
15,4,Sabrina Bryan,0.117231995,0.013563849,0.09824295,0.13457404,0.30990762
15,5,Sabrina Bryan,0.12980184,0.009221516,0.119407,0.14542149,0.20041697
15,6,Sabrina Bryan,0.13520879,0.0055382317,0.12962444,0.14482254,0.11240465
15,1,Kirstie Alley,0.08046067,0.0040758257,0.07555848,0.0868969,0.1409187
15,2,Kirstie Alley,0.07642067,0.007906274,0.06608471,0.08717087,0.27592215
15,3,Kirstie Alley,0.078611255,0.008417379,0.06897731,0.090782255,0.27737686
15,4,Kirstie Alley,0.106511734,0.008745866,0.095847644,0.120010994,0.22686093
15,5,Kirstie Alley,0.14634866,0.019890778,0.12203811,0.17091365,0.33396643
15,6,Kirstie Alley,0.1162134,0.009546174,0.100538686,0.12848711,0.24049225
15,7,Kirstie Alley,0.12948357,0.012446335,0.109166496,0.14529496,0.2790197
15,8,Kirstie Alley,0.15495104,0.011338838,0.14114544,0.17199063,0.19906414
15,1,Kelly Monaco,0.057779767,0.010403426,0.047891002,0.07352059,0.4435738
15,2,Kelly Monaco,0.063029505,0.006127446,0.05329546,0.07167893,0.2916645
15,3,Kelly Monaco,0.08717062,0.0068479837,0.08159351,0.0988869,0.19838548
15,4,Kelly Monaco,0.08300437,0.009060761,0.07293549,0.099184096,0.31623158
15,5,Kelly Monaco,0.120504275,0.011220565,0.10983782,0.1389342,0.24145511
15,6,Kelly Monaco,0.13561219,0.009769041,0.1213045,0.14859429,0.20123407
15,7,Kelly Monaco,0.16812095,0.02083222,0.14204402,0.19413257,0.3098278
15,8,Kelly Monaco,0.1621019,0.012515583,0.14652708,0.17976609,0.20505008
15,9,Kelly Monaco,0.1995224,0.02453976,0.17255741,0.23812437,0.3286195
